Agent	Subject	condition1	condition2	GameNb	Points	Entropy	Periodicity	Amplitude	MuIFI	StdIFI	CV	Resets	Deflations	Misses	GameSpeed	Temperature
Model	model_193745582986_70	slow	slow	11	2376	3.118593024	1200	0.291909909	1230.827586	238.8523907	0.194058366	0	5	14	SSS	no
Model	model_193745582986_70	slow	slow	12	2652	3.194394502	1200	0.305410598	1167.842857	201.6335173	0.172654665	0	0	10	SSS	no
Model	model_193745582986_70	slow	slow	13	2670	2.936463301	1184	0.280848373	1121.4	222.3693774	0.198296217	6	1	7	SSS	no
Model	model_193745582986_70	slow	slow	14	2628	3.191066959	1168	0.287297817	1161.492958	214.1350682	0.184361917	0	4	15	SSS	no
Model	model_193745582986_70	slow	slow	15	2340	3.652570977	1248	0.351443957	1207.416667	234.0744629	0.193863866	1	3	13	SSS	no
Model	model_193745582986_71	slow	slow	1	1710	3.323079559	992	0.091884206	1232.24359	280.2971494	0.227468945	14	7	19	SSS	no
Model	model_193745582986_71	slow	slow	2	804	3.048869913	1008	0.087587265	1223.508065	333.7032073	0.272742957	19	5	19	SSS	no
Model	model_193745582986_71	slow	slow	3	1440	3.582615017	1136	0.056078849	1391.103448	348.6799585	0.250649913	11	12	16	SSS	no
Model	model_193745582986_71	slow	slow	4	1698	3.213573543	1088	0.105356461	1242.321839	228.7902967	0.184163467	13	6	20	SSS	no
Model	model_193745582986_71	slow	slow	5	1098	3.311334424	912	0.126276252	1141.659091	344.800136	0.302016722	13	6	28	SSS	no
Model	model_193745582986_71	slow	slow	6	2058	3.283529262	1152	0.112981443	1302.142857	270.9724438	0.208097324	5	5	8	SSS	no
Model	model_193745582986_71	slow	slow	7	2064	3.364535791	1296	0.126942702	1367.142857	319.3106542	0.233560562	14	2	7	SSS	no
Model	model_193745582986_71	slow	slow	8	1428	3.893078809	1440	0.273775823	1454.030303	258.2414286	0.177603884	5	7	12	SSS	no
Model	model_193745582986_71	slow	slow	9	2022	3.396728925	1360	0.311591955	1300.210526	265.243449	0.204000386	1	9	13	SSS	no
Model	model_193745582986_71	slow	slow	10	2046	3.479344456	1360	0.267899896	1284.409836	296.2567217	0.230655912	1	8	18	SSS	no
Model	model_193745582986_71	slow	slow	11	2328	3.102359946	1184	0.281303114	1157.556818	256.2732853	0.221391539	3	4	14	SSS	no
Model	model_193745582986_71	slow	slow	12	2046	3.242505215	1216	0.329240916	1178.05	231.5092097	0.196519001	5	1	11	SSS	no
Model	model_193745582986_71	slow	slow	13	1758	3.614794837	1200	0.38031283	1158.128205	205.629263	0.177553109	10	2	10	SSS	no
Model	model_193745582986_71	slow	slow	14	2070	3.022169781	1344	0.244470868	1243.386792	329.4903317	0.264994235	7	3	6	SSS	no
Model	model_193745582986_71	slow	slow	15	2064	3.24018249	1248	0.283757102	1230.647059	287.0040359	0.233213929	8	8	12	SSS	no
Model	model_193745582986_72	slow	slow	1	1668	3.484161237	1136	0.109345219	1299.137931	419.6440383	0.323017309	6	7	22	SSS	no
Model	model_193745582986_72	slow	slow	2	1314	3.620767651	1120	0.278906238	1165.857143	232.315833	0.199266123	4	14	31	SSS	no
Model	model_193745582986_72	slow	slow	3	1170	3.283222725	1040	0.025372043	1378.6	335.5135702	0.243372675	10	10	18	SSS	no
Model	model_193745582986_72	slow	slow	4	1788	3.447988499	1520	0.181928253	1397.508197	345.0780203	0.24692379	9	3	4	SSS	no
Model	model_193745582986_72	slow	slow	5	1380	3.569240758	1152	0.095334707	1328.488889	370.445055	0.278846935	5	10	20	SSS	no
Model	model_193745582986_72	slow	slow	6	1986	3.329144506	1296	0.183478904	1361.170455	286.172954	0.210240351	0	9	21	SSS	no
Model	model_193745582986_72	slow	slow	7	1746	3.511125388	1216	0.182473228	1281.869565	303.5975317	0.236839644	11	5	10	SSS	no
Model	model_193745582986_72	slow	slow	8	2358	3.210163939	1440	0.225715062	1457.897436	217.1930247	0.148976889	0	1	8	SSS	no
Model	model_193745582986_72	slow	slow	9	2322	3.407786421	1216	0.093908436	1290.176471	367.1027641	0.284536862	1	1	18	SSS	no
Model	model_193745582986_72	slow	slow	10	2040	3.277138606	1248	0.260017003	1321.329268	293.4641315	0.222097655	1	12	14	SSS	no
Model	model_193745582986_72	slow	slow	11	1710	3.335004133	1520	0.332079306	1388.416667	376.2716494	0.27100773	5	5	17	SSS	no
Model	model_193745582986_72	slow	slow	12	2394	3.123534195	1232	0.12396128	1295.442105	342.3721495	0.264289811	3	1	2	SSS	no
Model	model_193745582986_72	slow	slow	13	2364	3.158774484	1360	0.300224222	1308.1125	239.8828878	0.183380931	5	3	6	SSS	no
Model	model_193745582986_72	slow	slow	14	2040	3.368819573	1264	0.316403049	1199.733333	286.7653435	0.239024236	1	6	11	SSS	no
Model	model_193745582986_72	slow	slow	15	2700	3.136799936	1216	0.292933597	1183.577465	293.4164306	0.247906402	0	0	0	SSS	no
Model	model_193745582986_73	slow	slow	1	1740	3.232737917	1344	0.12933537	1116.5	452.3708666	0.405168712	35	5	11	SSS	no
Model	model_193745582986_73	slow	slow	2	2340	3.209261757	1232	0.179395917	1270.489583	359.1496031	0.282685988	2	6	12	SSS	no
Model	model_193745582986_73	slow	slow	3	2028	3.578288909	1152	0.276803902	1168.98	273.2103578	0.233716879	1	3	13	SSS	no
Model	model_193745582986_73	slow	slow	4	2052	3.250121431	1184	0.122739507	1336.892857	324.3663426	0.242627029	0	5	12	SSS	no
Model	model_193745582986_73	slow	slow	5	1656	3.337985036	1232	0.185290628	1288.333333	273.4063201	0.212217066	1	11	26	SSS	no
Model	model_193745582986_73	slow	slow	6	1758	3.222134138	1216	0.159160912	1392.021739	389.1805208	0.279579341	0	9	19	SSS	no
Model	model_193745582986_73	slow	slow	7	2364	3.181154983	1104	0.221244605	1143.557143	272.0975474	0.237939616	4	1	7	SSS	no
Model	model_193745582986_73	slow	slow	8	2046	3.530251924	1104	0.162482123	1243.5	310.4775949	0.249680414	2	2	9	SSS	no
Model	model_193745582986_73	slow	slow	9	2070	3.501727753	1200	0.20060641	1404.83871	443.1833595	0.315469211	4	3	7	SSS	no
Model	model_193745582986_73	slow	slow	10	2352	3.098671656	1152	0.263845756	1198.306122	240.5009826	0.200700788	3	0	11	SSS	no
Model	model_193745582986_73	slow	slow	11	2346	3.285058748	1200	0.193340863	1309.284091	347.0650302	0.265080003	0	2	9	SSS	no
Model	model_193745582986_73	slow	slow	12	2052	3.202929255	1312	0.239823255	1200.8375	257.7337504	0.214628333	8	2	10	SSS	no
Model	model_193745582986_73	slow	slow	13	2346	3.328750494	1328	0.331557307	1326.712329	211.5140773	0.159427234	1	5	11	SSS	no
Model	model_193745582986_73	slow	slow	14	1344	3.19164053	1184	0.266301818	1158.333333	302.4905227	0.261142897	5	11	28	SSS	no
Model	model_193745582986_73	slow	slow	15	1440	3.31126672	1136	0.13074009	1222.030769	273.4292185	0.223749864	7	4	12	SSS	no
Model	model_193745582986_74	slow	slow	1	1728	3.010925209	1136	0.155930076	1261.573913	355.0640374	0.281445291	12	7	16	SSS	no
Model	model_193745582986_74	slow	slow	2	2028	3.424303427	1168	0.159504084	1259.257143	376.0235056	0.298607403	6	4	14	SSS	no
Model	model_193745582986_74	slow	slow	3	2046	3.666151543	1152	0.105817069	1461.586957	345.2580368	0.236221345	0	5	11	SSS	no
Model	model_193745582986_74	slow	slow	4	1710	3.171215931	1232	0.145360822	1306.604396	302.2766319	0.231345182	2	9	15	SSS	no
Model	model_193745582986_74	slow	slow	5	1374	3.68021243	1296	0.161934265	1302.4	240.1558282	0.184394831	1	12	26	SSS	no
Model	model_193745582986_74	slow	slow	6	2052	3.597453039	1392	0.143406624	1548.883333	321.791345	0.207756994	0	3	8	SSS	no
Model	model_193745582986_74	slow	slow	7	2082	3.393207009	1216	0.144690161	1354.283784	339.6128368	0.25076933	6	2	4	SSS	no
Model	model_193745582986_74	slow	slow	8	2034	3.178762261	1392	0.218089536	1318.884956	303.7014647	0.230271384	7	6	12	SSS	no
Model	model_193745582986_74	slow	slow	9	2046	3.602285172	1424	0.393876321	1357.181818	193.5822908	0.142635488	2	4	9	SSS	no
Model	model_193745582986_74	slow	slow	10	2328	3.349644581	1376	0.200229549	1293.439394	255.9607054	0.197891534	1	5	14	SSS	no
Model	model_193745582986_74	slow	slow	11	2346	3.114064519	1072	0.034527191	1257.577778	219.4298155	0.174486079	9	3	10	SSS	no
Model	model_193745582986_74	slow	slow	12	1782	3.448982769	1136	0.07402229	1428.947368	252.6188045	0.17678664	4	6	11	SSS	no
Model	model_193745582986_74	slow	slow	13	2034	3.329124108	1296	0.161156303	1326.414286	308.7329633	0.232757568	3	4	12	SSS	no
Model	model_193745582986_74	slow	slow	14	2040	3.414253565	1184	0.212890584	1209.278689	260.4627742	0.215386889	2	6	14	SSS	no
Model	model_193745582986_74	slow	slow	15	1728	3.100666393	1152	0.037587904	1355.694444	339.6653434	0.250547124	5	6	14	SSS	no
Model	model_193745582986_75	slow	slow	1	840	3.198193486	1232	0.129708959	1344.990291	359.7547572	0.267477587	23	6	12	SSS	no
Model	model_193745582986_75	slow	slow	2	1092	3.279178228	1104	0.07539937	1284.434783	376.4482846	0.293084779	17	11	25	SSS	no
Model	model_193745582986_75	slow	slow	3	2040	3.393471851	1104	0.171465523	1307.035088	237.3483608	0.181592953	1	5	14	SSS	no
Model	model_193745582986_75	slow	slow	4	2358	3.348313737	1312	0.13626647	1416.894737	342.5930369	0.241791453	0	6	11	SSS	no
Model	model_193745582986_75	slow	slow	5	1464	3.454824774	1440	0.269645691	1399.773333	252.8353653	0.180625934	3	12	20	SSS	no
Model	model_193745582986_75	slow	slow	6	1716	3.252814987	1376	0.22222335	1322.21875	321.5322432	0.243176285	3	9	18	SSS	no
Model	model_193745582986_75	slow	slow	7	2028	3.293944572	1136	0.043852018	1386.948718	358.2502312	0.258300993	1	4	13	SSS	no
Model	model_193745582986_75	slow	slow	8	2322	3.307176865	1136	0.279160109	1197.809524	229.6117052	0.191693003	4	3	13	SSS	no
Model	model_193745582986_75	slow	slow	9	1362	3.109068355	1136	0.319077996	1272.33	292.3137032	0.229746766	4	11	26	SSS	no
Model	model_193745582986_75	slow	slow	10	1446	2.891239521	1184	0.24482219	1100.161616	211.2759556	0.192040835	15	4	10	SSS	no
Model	model_193745582986_75	slow	slow	11	1458	4.187601312	1040	0.275896089	1095.333333	132.3014235	0.120786449	17	3	7	SSS	no
Model	model_193745582986_75	slow	slow	12	2652	3.258780923	1216	0.271675014	1162	224.5754819	0.193266336	0	1	8	SSS	no
Model	model_193745582986_75	slow	slow	13	2040	3.246341851	1232	0.209493367	1169.31746	206.1839082	0.176328427	10	2	11	SSS	no
Model	model_193745582986_75	slow	slow	14	2046	3.222181244	1376	0.258280495	1291.059524	233.1175031	0.18056294	3	4	12	SSS	no
Model	model_193745582986_75	slow	slow	15	2334	3.060966458	1232	0.322422394	1184.272727	244.2746557	0.206265542	1	7	12	SSS	no
Model	model_193745582986_76	slow	slow	1	732	2.93945359	1104	0.167233005	1247.914063	373.4065108	0.29922454	12	6	31	SSS	no
Model	model_193745582986_76	slow	slow	2	1422	3.478248842	1088	0.063790936	1446.776119	365.6742217	0.252751077	13	6	14	SSS	no
Model	model_193745582986_76	slow	slow	3	1410	3.657213731	1136	0.0472142	1596.22449	427.460191	0.267794533	6	6	17	SSS	no
Model	model_193745582986_76	slow	slow	4	2022	3.332601658	1120	0.071581079	1357.755814	263.5698105	0.194121659	1	8	15	SSS	no
Model	model_193745582986_76	slow	slow	5	1746	3.006818555	1136	0.110443829	1229.75	275.1761936	0.223765963	10	3	10	SSS	no
Model	model_193745582986_76	slow	slow	6	2358	3.122274745	1040	0.032979459	1238.060606	296.5872491	0.239557941	3	4	9	SSS	no
Model	model_193745582986_76	slow	slow	7	2022	3.303007928	1296	0.320734419	1245.367089	257.19151	0.206518634	2	6	15	SSS	no
Model	model_193745582986_76	slow	slow	8	2052	3.344000875	1328	0.133344324	1459.963415	312.7490791	0.214217066	0	6	12	SSS	no
Model	model_193745582986_76	slow	slow	9	1722	3.196827936	1280	0.211286062	1322.222222	353.9734384	0.267711004	0	9	23	SSS	no
Model	model_193745582986_76	slow	slow	10	1416	3.604840301	1264	0.1112265	1353.018182	238.9224668	0.176584816	9	9	17	SSS	no
Model	model_193745582986_76	slow	slow	11	1698	3.583992719	1504	0.275430431	1441.803279	217.5506589	0.150887893	2	11	17	SSS	no
Model	model_193745582986_76	slow	slow	12	2022	3.131822584	1136	0.203802584	1146.95122	252.0462067	0.219753205	10	1	16	SSS	no
Model	model_193745582986_76	slow	slow	13	2664	3.148183697	1264	0.317840944	1241.8625	275.9225772	0.222184483	0	0	7	SSS	no
Model	model_193745582986_76	slow	slow	14	2628	3.238892023	1152	0.18678241	1228.964286	238.967394	0.194446166	0	4	13	SSS	no
Model	model_193745582986_76	slow	slow	15	2652	3.173764973	1232	0.330409471	1185.62069	290.0650043	0.244652448	0	2	9	SSS	no
Model	model_193745582986_77	slow	slow	1	582	3.335137733	1056	0.064137259	1283.703297	449.4721323	0.350137087	42	6	22	SSS	no
Model	model_193745582986_77	slow	slow	2	1434	3.423398527	1152	0.143932295	1266.661017	243.008796	0.191849905	11	5	16	SSS	no
Model	model_193745582986_77	slow	slow	3	1434	3.487654243	1456	0.334420612	1320.5625	307.3488386	0.23274085	14	9	19	SSS	no
Model	model_193745582986_77	slow	slow	4	1158	3.450662372	1488	0.245212213	1289.215686	313.7061391	0.243330998	28	1	8	SSS	no
Model	model_193745582986_77	slow	slow	5	1692	3.171715556	1056	0.100569975	1213.303371	280.7477737	0.231391242	12	4	20	SSS	no
Model	model_193745582986_77	slow	slow	6	1758	3.370547092	1136	0.158142616	1211	270.8204167	0.223633705	17	6	12	SSS	no
Model	model_193745582986_77	slow	slow	7	2046	3.178970779	1312	0.180175168	1289.105769	299.6617618	0.232457079	1	10	21	SSS	no
Model	model_193745582986_77	slow	slow	8	2316	3.467427805	1104	0.207179163	1170.018182	284.8086752	0.243422435	1	3	16	SSS	no
Model	model_193745582986_77	slow	slow	9	2346	3.643662233	1184	0.161385579	1274.978261	260.0114955	0.203934062	5	0	11	SSS	no
Model	model_193745582986_77	slow	slow	10	2340	3.346801223	1152	0.26358133	1177.518072	208.7094228	0.177245197	3	3	12	SSS	no
Model	model_193745582986_77	slow	slow	11	2646	3.237606936	1248	0.343080497	1112.447761	324.9045914	0.292062785	0	0	11	SSS	no
Model	model_193745582986_77	slow	slow	12	1986	3.187560086	1200	0.2680704	1139.622449	281.7626196	0.247242075	8	7	20	SSS	no
Model	model_193745582986_77	slow	slow	13	2376	2.910654538	1200	0.280632689	1099.046729	247.4225786	0.225124712	13	0	7	SSS	no
Model	model_193745582986_77	slow	slow	14	2370	3.026022158	1152	0.308009085	1140.414894	174.1124245	0.152674632	8	2	6	SSS	no
Model	model_193745582986_77	slow	slow	15	2370	3.017613134	1152	0.370876958	1129.975	167.1555395	0.147928529	4	1	7	SSS	no
Model	model_193745582986_78	slow	slow	1	1746	3.259959865	1152	0.156780338	1186.960396	398.3324131	0.335590315	21	2	17	SSS	no
Model	model_193745582986_78	slow	slow	2	1458	3.004239461	1168	0.068443677	1247.033898	348.8922648	0.279777691	24	6	14	SSS	no
Model	model_193745582986_78	slow	slow	3	1710	3.31045911	1280	0.307697251	1284.308824	300.4508993	0.233939761	3	5	15	SSS	no
Model	model_193745582986_78	slow	slow	4	1740	3.049471344	1392	0.202194485	1329.163462	259.7563618	0.195428455	3	10	16	SSS	no
Model	model_193745582986_78	slow	slow	5	1740	3.38386921	1184	0.287995089	1136.231884	280.7853967	0.247119801	18	5	15	SSS	no
Model	model_193745582986_78	slow	slow	6	1680	3.016541065	1216	0.225218514	1225.289474	276.2613409	0.225466183	4	13	26	SSS	no
Model	model_193745582986_78	slow	slow	7	1944	3.171067304	1200	0.14225118	1268.826087	333.3613593	0.262732113	0	10	26	SSS	no
Model	model_193745582986_78	slow	slow	8	2376	3.389468178	1296	0.273654012	1255.357143	294.8796624	0.234897028	0	0	4	SSS	no
Model	model_193745582986_78	slow	slow	9	1428	3.019817111	1200	0.098502225	1260.154545	313.4440993	0.24873465	18	7	14	SSS	no
Model	model_193745582986_78	slow	slow	10	2628	3.385933774	1184	0.310879025	1148.6	282.7098748	0.246134316	0	2	13	SSS	no
Model	model_193745582986_78	slow	slow	11	2310	3.462482006	1280	0.274076647	1313.846154	198.2740319	0.150911148	0	8	17	SSS	no
Model	model_193745582986_78	slow	slow	12	2640	3.190403285	1184	0.328875229	1221.17284	197.5416062	0.161763839	0	6	10	SSS	no
Model	model_193745582986_78	slow	slow	13	2364	3.474931017	1216	0.346052185	1182.586957	211.4022105	0.178762508	5	0	6	SSS	no
Model	model_193745582986_78	slow	slow	14	2682	3.044877011	1328	0.255677582	1225.505882	237.5424977	0.193832197	3	4	5	SSS	no
Model	model_193745582986_78	slow	slow	15	2664	3.279077914	1200	0.311981955	1151.1	295.5755233	0.256776582	0	1	7	SSS	no
Model	model_193745582986_79	slow	slow	1	870	2.861566126	1056	0.099620728	1164.273381	297.0660321	0.255151442	29	5	18	SSS	no
Model	model_193745582986_79	slow	slow	2	750	3.392424632	880	0.128289559	1046.573529	199.4518456	0.190576046	43	8	28	SSS	no
Model	model_193745582986_79	slow	slow	3	288	2.904135221	848	0.238449367	966.8831169	229.9163018	0.237791205	99	5	17	SSS	no
Model	model_193745582986_79	slow	slow	4	1656	3.508876481	1296	0.299028699	1236.132075	186.4934657	0.15086856	4	11	24	SSS	no
Model	model_193745582986_79	slow	slow	5	1404	3.029737026	1296	0.343930522	1141.071429	239.3829387	0.209787865	15	8	21	SSS	no
Model	model_193745582986_79	slow	slow	6	1992	3.099138851	1248	0.285863911	1192.583333	220.6214759	0.184994599	5	9	20	SSS	no
Model	model_193745582986_79	slow	slow	7	1938	3.076770414	1216	0.328804844	1168.383178	261.8078287	0.224077027	1	9	27	SSS	no
Model	model_193745582986_79	slow	slow	8	2070	3.097039461	1264	0.276473397	1206.164384	216.8623712	0.179795038	7	2	5	SSS	no
Model	model_193745582986_79	slow	slow	9	2382	3.171781879	1232	0.315382742	1192.108108	233.3709822	0.195763271	6	2	6	SSS	no
Model	model_193745582986_79	slow	slow	10	2088	2.801205367	1280	0.245376626	1169.834711	227.7044753	0.194646708	11	1	2	SSS	no
Model	model_193745582986_79	slow	slow	11	2364	3.254041421	1168	0.37034923	1193.948276	181.8690721	0.152325755	3	1	7	SSS	no
Model	model_193745582986_79	slow	slow	12	2388	2.952251754	1264	0.255730903	1152.684685	264.8388251	0.229758258	13	0	4	SSS	no
Model	model_193745582986_79	slow	slow	13	2646	3.079725092	1232	0.243823888	1191.135802	254.7963967	0.213910451	0	1	11	SSS	no
Model	model_193745582986_79	slow	slow	14	2694	2.861243533	1232	0.339650307	1147.527778	224.1779823	0.195357347	1	3	4	SSS	no
Model	model_193745582986_79	slow	slow	15	2682	3.210836701	1184	0.316559997	1177.941176	190.3235544	0.161573055	0	0	5	SSS	no
Model	model_193745582986_80	slow	slow	1	1068	3.315338965	1200	0.102916683	1127.604167	416.9505486	0.369766768	26	9	29	SSS	no
Model	model_193745582986_80	slow	slow	2	1140	3.199653396	1200	0.266475314	1169.285714	273.3300539	0.23375814	20	10	32	SSS	no
Model	model_193745582986_80	slow	slow	3	1410	3.511159316	1488	0.220261039	1410.183673	392.0006077	0.277978405	17	2	15	SSS	no
Model	model_193745582986_80	slow	slow	4	1410	3.235273961	976	0.060997032	1282.896104	365.7685942	0.285111626	22	8	16	SSS	no
Model	model_193745582986_80	slow	slow	5	1680	3.459743576	992	0.039829201	1234.677419	347.4215982	0.281386533	9	6	21	SSS	no
Model	model_193745582986_80	slow	slow	6	1134	3.651858822	1520	0.249909744	1391.111111	298.4344501	0.214529557	34	6	14	SSS	no
Model	model_193745582986_80	slow	slow	7	1992	3.232484383	1392	0.268612742	1343.352381	221.358747	0.16478085	0	14	19	SSS	no
Model	model_193745582986_80	slow	slow	8	1704	3.331242724	1248	0.278267071	1204.157895	244.98142	0.20344626	9	4	19	SSS	no
Model	model_193745582986_80	slow	slow	9	2646	3.047567951	1312	0.28006057	1222.521277	279.5482194	0.22866532	0	4	10	SSS	no
Model	model_193745582986_80	slow	slow	10	1968	3.068661067	1296	0.257995828	1157.802083	296.161823	0.255796588	0	6	25	SSS	no
Model	model_193745582986_80	slow	slow	11	2352	3.611779775	1296	0.404723863	1239.244444	246.3116504	0.198759536	0	1	9	SSS	no
Model	model_193745582986_80	slow	slow	12	2664	3.183698718	1216	0.314307074	1203.176471	209.078436	0.173772045	0	1	8	SSS	no
Model	model_193745582986_80	slow	slow	13	2640	3.214482964	1248	0.348348562	1211.657143	196.8570102	0.162469236	1	2	11	SSS	no
Model	model_193745582986_80	slow	slow	14	2676	3.202895548	1232	0.245274745	1166.881579	252.7138993	0.216572019	2	3	4	SSS	no
Model	model_193745582986_80	slow	slow	15	2658	3.23655835	1264	0.390383158	1208.611765	241.6140381	0.199910381	2	4	8	SSS	no
Model	model_193745582986_81	slow	slow	1	1728	3.356579888	1216	0.16010204	1270.197183	437.2399547	0.344229983	12	3	12	SSS	no
Model	model_193745582986_81	slow	slow	2	1386	4.073381125	1328	0.371066903	1323.454545	164.8508216	0.124561	5	4	19	SSS	no
Model	model_193745582986_81	slow	slow	3	2028	3.195238345	1104	0.136354257	1281.031915	305.1625117	0.238216166	4	4	14	SSS	no
Model	model_193745582986_81	slow	slow	4	1674	3.802270628	1344	0.138602701	1412.289474	304.4255079	0.215554611	1	9	23	SSS	no
Model	model_193745582986_81	slow	slow	5	2058	3.606140452	1392	0.213295782	1340.482143	316.9963942	0.236479386	6	3	10	SSS	no
Model	model_193745582986_81	slow	slow	6	2358	3.281471158	1280	0.244118523	1366	326.5670835	0.239068143	0	3	8	SSS	no
Model	model_193745582986_81	slow	slow	7	2358	3.311254875	1280	0.165885373	1288.72973	334.2261048	0.259345383	1	4	9	SSS	no
Model	model_193745582986_81	slow	slow	8	2004	3.258178705	1280	0.236552856	1210.15625	286.1719991	0.236475248	9	3	17	SSS	no
Model	model_193745582986_81	slow	slow	9	1452	3.078092347	1248	0.129950662	1272.218391	271.7912242	0.213635667	12	5	9	SSS	no
Model	model_193745582986_81	slow	slow	10	1698	3.541500208	1424	0.231985617	1372.436364	265.5746266	0.193505968	2	10	21	SSS	no
Model	model_193745582986_81	slow	slow	11	1728	3.263433383	1248	0.2043404	1226.153846	284.59192	0.232101315	6	7	21	SSS	no
Model	model_193745582986_81	slow	slow	12	2394	2.865049667	1296	0.272351258	1209.982143	221.6451065	0.183180477	2	1	3	SSS	no
Model	model_193745582986_81	slow	slow	13	2328	3.322177786	1248	0.285170192	1188.262295	256.396715	0.21577451	2	1	12	SSS	no
Model	model_193745582986_81	slow	slow	14	1764	3.079403651	1248	0.298759729	1156.855556	240.1207826	0.207563322	6	3	9	SSS	no
Model	model_193745582986_81	slow	slow	15	2028	3.29115607	1248	0.333706961	1172.077922	240.4236394	0.205125986	9	3	12	SSS	no
Model	model_193745582986_82	slow	slow	1	564	3.155316187	1120	0.173274241	1105.942529	215.5782044	0.194927131	34	6	13	SSS	no
Model	model_193745582986_82	slow	slow	2	1722	3.195910328	1200	0.196901122	1183.539474	236.6242547	0.199929331	13	5	15	SSS	no
Model	model_193745582986_82	slow	slow	3	1416	3.250140971	1024	0.163656671	1172.653333	262.5104693	0.223860251	47	2	16	SSS	no
Model	model_193745582986_82	slow	slow	4	2064	3.629300081	1344	0.213680003	1279.078431	283.8364513	0.221906995	16	2	8	SSS	no
Model	model_193745582986_82	slow	slow	5	2004	3.674598215	1232	0.338830656	1225	247.3962052	0.201956086	1	4	17	SSS	no
Model	model_193745582986_82	slow	slow	6	2070	3.129967086	1248	0.17860774	1205.188679	244.1757453	0.20260375	12	9	10	SSS	no
Model	model_193745582986_82	slow	slow	7	2064	3.174059358	1280	0.325019253	1200.415584	238.0685458	0.198321772	6	3	6	SSS	no
Model	model_193745582986_82	slow	slow	8	2088	3.042473072	1264	0.270843373	1211.111111	263.0596445	0.217205211	8	1	4	SSS	no
Model	model_193745582986_82	slow	slow	9	2346	3.614979517	1248	0.229046995	1266.295455	214.7873768	0.169618691	3	0	9	SSS	no
Model	model_193745582986_82	slow	slow	10	2580	3.538486097	1232	0.351695518	1186.280702	249.6396529	0.21043894	0	4	21	SSS	no
Model	model_193745582986_82	slow	slow	11	2076	4.006255298	1312	0.391217674	1235.375	227.8771256	0.184459881	29	2	5	SSS	no
Model	model_193745582986_82	slow	slow	12	2676	3.3032649	1312	0.400363283	1264.971014	240.3500449	0.190004389	1	1	5	SSS	no
Model	model_193745582986_82	slow	slow	13	2100	2.791687811	1120	0.319594429	1109.259259	197.208452	0.177783913	12	1	1	SSS	no
Model	model_193745582986_82	slow	slow	14	2358	3.274482284	1216	0.330314762	1201.40678	223.1500308	0.185740612	1	1	10	SSS	no
Model	model_193745582986_82	slow	slow	15	2628	3.239496768	1200	0.301227687	1208.777778	225.1603887	0.186271118	0	0	13	SSS	no
Model	model_193745582986_83	slow	slow	1	1674	3.489854957	1264	0.328659676	1250	311.8005773	0.249440462	6	7	22	SSS	no
Model	model_193745582986_83	slow	slow	2	492	3.468261848	896	0.161082698	1267.869565	364.2801483	0.287316739	21	11	30	SSS	no
Model	model_193745582986_83	slow	slow	3	1380	3.44010104	1248	0.200725725	1284.890625	311.0998693	0.242121674	6	13	32	SSS	no
Model	model_193745582986_83	slow	slow	4	1152	3.313524772	1104	0.090877082	1323.648649	345.6621313	0.261143417	8	11	23	SSS	no
Model	model_193745582986_83	slow	slow	5	2040	3.240651514	1184	0.085359064	1385.933333	348.5983617	0.251526068	4	5	11	SSS	no
Model	model_193745582986_83	slow	slow	6	1686	3.462282267	1360	0.158924191	1299.238806	329.8790411	0.253901777	3	8	20	SSS	no
Model	model_193745582986_83	slow	slow	7	1452	3.216934229	1344	0.224823547	1281.045455	311.611045	0.243247454	7	6	10	SSS	no
Model	model_193745582986_83	slow	slow	8	1740	3.269673368	1056	0.185347421	1199.802469	274.2896738	0.22861236	10	4	12	SSS	no
Model	model_193745582986_83	slow	slow	9	2364	3.406046354	1120	0.193082881	1289.285714	237.8021172	0.184444855	4	2	8	SSS	no
Model	model_193745582986_83	slow	slow	10	2328	3.74934944	1136	0.277754158	1181.823529	277.1661713	0.234524161	0	1	14	SSS	no
Model	model_193745582986_83	slow	slow	11	2070	3.489229944	1248	0.283303467	1225	195.3852837	0.159498191	4	2	6	SSS	no
Model	model_193745582986_83	slow	slow	12	2076	3.123654658	1472	0.154331142	1213.586957	329.5373949	0.271539994	11	1	6	SSS	no
Model	model_193745582986_83	slow	slow	13	2070	3.45542844	1360	0.266022344	1336.933333	271.357935	0.202970431	1	5	7	SSS	no
Model	model_193745582986_83	slow	slow	14	2070	3.004065582	1264	0.301289448	1242.371429	237.7035071	0.191330468	6	5	6	SSS	no
Model	model_193745582986_83	slow	slow	15	2322	3.158084931	1200	0.190140442	1237.807692	301.9527178	0.243941543	1	7	16	SSS	no
Model	model_193745582986_84	slow	slow	1	1320	3.622493438	1040	0.111833392	1384.466667	509.3201831	0.367881868	5	6	33	SSS	no
Model	model_193745582986_84	slow	slow	2	1038	3.762894613	944	0.274845088	1118.147059	241.0779874	0.215604902	15	9	37	SSS	no
Model	model_193745582986_84	slow	slow	3	1068	3.520065758	1264	0.171952233	1295.745455	312.6153151	0.241262907	34	10	24	SSS	no
Model	model_193745582986_84	slow	slow	4	2058	3.127502662	1072	0.214498538	1219.318182	270.1071986	0.221523145	4	2	8	SSS	no
Model	model_193745582986_84	slow	slow	5	1446	3.508223099	1200	0.231873594	1258.148936	194.9114342	0.154919206	16	2	9	SSS	no
